"filename", "language", "SCSS", "CSS", "HTML", "JSON", "XML", "JavaScript", "comment", "blank", "total"
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/header-mobile/index.html", "HTML", 0, 0, 54, 0, 0, 0, 0, 12, 66
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/header-mobile/index.scss", "SCSS", 90, 0, 0, 0, 0, 0, 1, 12, 103
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/loader/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/loader/index.html", "HTML", 0, 0, 6, 0, 0, 0, 1, 2, 9
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/loader/index.scss", "SCSS", 80, 0, 0, 0, 0, 0, 5, 13, 98
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/noise/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/noise/index.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/noise/index.scss", "SCSS", 83, 0, 0, 0, 0, 0, 0, 8, 91
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/product-table/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/product-table/index.html", "HTML", 0, 0, 70, 0, 0, 0, 0, 2, 72
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/product-table/index.scss", "SCSS", 60, 0, 0, 0, 0, 0, 1, 9, 70
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-desk/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-desk/index.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 3, 29
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-desk/index.scss", "SCSS", 106, 0, 0, 0, 0, 0, 4, 14, 124
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-mobile/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-mobile/index.html", "HTML", 0, 0, 591, 0, 0, 0, 20, 60, 671
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/sidebar-mobile/index.scss", "SCSS", 399, 0, 0, 0, 0, 0, 5, 52, 456
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/whatsappbutton/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/whatsappbutton/index.html", "HTML", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/layout/whatsappbutton/index.scss", "SCSS", 45, 0, 0, 0, 0, 0, 2, 6, 53
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/package.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 1, 8
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/about/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/about/index.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 0, 20
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/about/index.scss", "SCSS", 8, 0, 0, 0, 0, 0, 1, 2, 11
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/about/meta.html", "HTML", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/article-test/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/article-test/index.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/article-test/index.scss", "SCSS", 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/article-test/meta.html", "HTML", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/index.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/index.scss", "SCSS", 3, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/blog/meta.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 1, 2
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/contact/_form-container-contact.scss", "SCSS", 72, 0, 0, 0, 0, 0, 2, 11, 85
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/contact/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/contact/index.html", "HTML", 0, 0, 131, 0, 0, 0, 1, 13, 145
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/contact/index.scss", "SCSS", 108, 0, 0, 0, 0, 0, 0, 14, 122
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/contact/meta.html", "HTML", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/feed/index.css", "CSS", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/feed/index.html", "HTML", 0, 0, 146, 0, 0, 0, 0, 37, 183
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/feed/index.scss", "SCSS", 78, 0, 0, 0, 0, 0, 1, 12, 91
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/feed/meta.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/louislebras/Dropbox/STAMINA/www/donzellissr/pages/index/_brands-pro-section-home.scss", "SCSS", 203, 0, 0, 0, 0, 0, 10, 25, 238
